,Name,epoch,_runtime,test_loss,test_accuracy,expected_gradient_norm,fraction_single_pixel_polygons,smoothness_squared_penalty_per_polygon,num_polygons,train_accuracy,total_num_interpolations,smoothness_squared_penalty,_wandb,val_loss,_timestamp,train_loss,val_accuracy,trainer/global_step,fraction_polygons_counted,_step,smoothness_penalty,smoothness_penalty_per_polygon,cpu,group,aa-seed,aa_seed,dropout,batch-norm,batch-size,batch_norm,batch_size,max-epochs,max_epochs,model_name,log-results,log_results,plot_polygons,model_save_dir,num-hidden-layers,num_hidden_layers,num-interpolations,num_interpolations,hidden_group_channels,full-conv-hidden-channels,full_conv_hidden_channels,sanity_check_equivariance
41,group=translate_H-full_conv_hc=19-bn=True-drop=0.0-seed8,35,1263.7402365207672,0.1259823441505432,0.9595999717712402,14.772971940527343,0.04699666528562468,0.7037996350672826,18683.0,0.9677734375,7500000.0,12685.250851652536,{'runtime': 1262},0.13234548270702362,1709149519.4263363,0.08272429555654526,0.9680991172790528,1680,0.002491066666666667,1725,4995.046519161115,0.26623846665073037,False,translate_H,8,8,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=19-bn=True-drop=0.0-seed8,True,True,False,,5,5,750000,750000,931,19,19,False
42,group=trivial-full_conv_hc=19-bn=True-drop=0.0-seed8,42,947.5650210380554,0.20292286574840543,0.9340999722480774,13.471071595833331,0.04064118841665178,0.2327021757180449,62499.0,0.9423828125,7500000.0,14294.669997613604,{'runtime': 946},0.20436249673366547,1709148206.394204,0.18109852075576785,0.9442284107208252,2016,0.008333199999999999,2067,10431.747832438065,0.16719671855780532,False,trivial,8,8,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=19-bn=True-drop=0.0-seed8,True,True,False,,5,5,750000,750000,931,19,19,False
43,group=translate_HW-full_conv_hc=7-bn=True-drop=0.0-seed8,26,786.6883738040924,0.12240703403949738,0.9617000222206116,17.688024423242187,0.06145795694712097,3.553655145038585,6926.0,0.9873046875,7500000.0,22336.803924728745,{'runtime': 785},0.13087303936481476,1709148240.053656,0.05013396963477135,0.9771267175674438,1248,0.0009234666666666664,1284,5820.247282182332,0.8538029227293833,False,translate_HW,8,8,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=7-bn=True-drop=0.0-seed8,True,True,False,,5,5,750000,750000,343,7,7,False
44,group=translate_H-full_conv_hc=7-bn=True-drop=0.0-seed8,18,707.5348010063171,0.1933763325214386,0.9376000165939332,11.874581133105467,0.038528988942394274,0.9092930769186982,27546.0,0.939453125,7500000.0,25076.009829270843,{'runtime': 706},0.2039780616760254,1709147244.289987,0.1819976419210434,0.946121871471405,864,0.003672799999999999,891,12518.723072449791,0.4537630459798603,False,translate_H,8,8,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=7-bn=True-drop=0.0-seed8,True,True,False,,5,5,750000,750000,343,7,7,False
45,group=trivial-full_conv_hc=7-bn=True-drop=0.0-seed8,51,727.5753195285797,0.1979582756757736,0.9348000288009644,12.53420129280599,0.02579054181566492,1.4673146262007264,5941.0,0.9404296875,7500000.0,8427.91331638628,{'runtime': 726},0.20254932343959808,1709147436.9968376,0.16007864475250244,0.9401034712791444,2448,0.0007921333333333334,2509,2619.551353361536,0.44276188736300154,False,trivial,8,8,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=7-bn=True-drop=0.0-seed8,True,True,False,,5,5,750000,750000,343,7,7,False
46,group=translate_HW-full_conv_hc=3-bn=True-drop=0.0-seed8,29,837.0952548980713,0.18735042214393616,0.944100022315979,12.317508016959636,0.03514577688111352,3.057142080512285,10876.0,0.9501953125,7500000.0,32019.256282522605,{'runtime': 835},0.1976920515298843,1709146520.1614928,0.1453111618757248,0.9509568810462952,1392,0.001450133333333333,1430,12330.313919167966,1.144341305130748,False,translate_HW,8,8,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=3-bn=True-drop=0.0-seed8,True,True,False,,5,5,750000,750000,147,3,3,False
47,group=translate_H-full_conv_hc=3-bn=True-drop=0.0-seed8,56,848.130913734436,0.20403678715229032,0.9351000189781188,13.488273573209636,0.05809129386600652,5.081592416875251,2527.0,0.93359375,7500000.0,12208.120379403566,{'runtime': 847},0.21310210227966309,1709146691.3561358,0.21535438299179077,0.9399005770683287,2688,0.0003369333333333333,2754,2807.6243450255133,1.116637227425342,False,translate_H,8,8,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=3-bn=True-drop=0.0-seed8,True,True,False,,5,5,750000,750000,147,3,3,False
48,group=trivial-full_conv_hc=3-bn=True-drop=0.0-seed8,70,936.311737537384,0.24807314574718475,0.9197999835014344,14.09564244182943,0.03462989729803499,3.228488951634835,9196.0,0.9208984375,7500000.0,31591.360085346565,{'runtime': 934},0.26079970598220825,1709145663.8174095,0.24378052353858948,0.9270861744880676,3360,0.0012261333333333333,3439,8711.708587410161,0.9404348611313396,False,trivial,8,8,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=3-bn=True-drop=0.0-seed8,True,True,False,,5,5,750000,750000,147,3,3,False
49,group=translate_HW-full_conv_hc=1-bn=True-drop=0.0-seed8,85,1283.4584338665009,0.33975133299827576,0.8916000127792358,14.332222226269533,0.03801736956556411,20.649880747042275,3246.0,0.91015625,7500000.0,70589.69742695196,{'runtime': 1282},0.3545414209365845,1709144706.8591268,0.2638757824897766,0.8964024782180786,4080,0.0004327999999999999,4174,9728.59082450904,2.925125741370633,False,translate_HW,8,8,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=1-bn=True-drop=0.0-seed8,True,True,False,,5,5,750000,750000,49,1,1,False
50,group=translate_H-full_conv_hc=1-bn=True-drop=0.0-seed8,44,792.0739257335663,0.5637792348861694,0.8134999871253967,10.482712314355467,0.031856887843671015,7.933774092845421,3032.0,0.8349609375,7500000.0,23743.63355949784,{'runtime': 790},0.5744279623031616,1709143408.9194777,0.5202605128288269,0.825652539730072,2112,0.00040426666666666666,2165,5662.6260821342,1.891104358335707,False,translate_H,8,8,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=1-bn=True-drop=0.0-seed8,True,True,False,,5,5,750000,750000,49,1,1,False
51,group=trivial-full_conv_hc=1-bn=True-drop=0.0-seed8,99,1162.5215260982511,0.3773512244224548,0.8740000128746033,16.08801195058594,0.03855349180833149,12.123083376649587,3530.0,0.87109375,7500000.0,43080.972176803334,{'runtime': 1161},0.3800201714038849,1709142601.0291572,0.39666393399238586,0.8787699341773987,4752,0.00047066666666666665,4860,7145.993638004176,2.04166918675257,False,trivial,8,8,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=1-bn=True-drop=0.0-seed8,True,True,False,,5,5,750000,750000,49,1,1,False
52,group=translate_HW-full_conv_hc=49-bn=True-drop=0.0-seed7,13,5913.014153718948,0.14340145885944366,0.9632999897003174,20.189772419335934,0.05193139488755314,0.5060324034222546,49983.0,0.986328125,7500000.0,23417.48564620417,{'runtime': 5911},0.16487030684947968,1709145826.5784657,0.03258758783340454,0.9841932654380798,624,0.006664399999999999,647,8090.798902889743,0.1616400304906273,False,translate_HW,7,7,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=49-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,2401,49,49,False
53,group=translate_H-full_conv_hc=49-bn=True-drop=0.0-seed7,19,2948.6760993003845,0.14392194151878357,0.9534000158309937,13.793978689811198,0.05038996222184207,0.10022574472157116,158368.0,0.9619140625,7500000.0,15186.427100238663,{'runtime': 2947},0.15925942361354828,1709141417.3926933,0.13067783415317535,0.9625710248947144,912,0.02111573333333333,940,13971.511128634214,0.08799221432957133,False,translate_H,7,7,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=49-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,2401,49,49,False
54,group=trivial-full_conv_hc=49-bn=True-drop=0.0-seed7,50,1976.49569272995,0.1917204111814499,0.9397000074386596,17.001163758300784,0.0163411885507383,0.37049146185278303,37087.0,0.951171875,7500000.0,13628.733474474277,{'runtime': 1975},0.18753582239151,1709139894.8837538,0.1372457593679428,0.9484379291534424,2400,0.0049449333333333335,2460,3036.2573414918515,0.0817120833779843,False,trivial,7,7,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=49-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,2401,49,49,False
55,group=translate_HW-full_conv_hc=19-bn=True-drop=0.0-seed7,16,1941.275589942932,0.10859365016222,0.9661999940872192,20.323440086783854,0.04400226014584502,0.7313474905842131,84717.0,0.9912109375,7500000.0,61615.00057254079,{'runtime': 1939},0.11854281276464462,1709138453.842601,0.022783104330301285,0.9853935837745668,768,0.0112956,793,36083.85917807298,0.425846075580208,False,translate_HW,7,7,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=19-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,931,19,19,False
56,group=translate_H-full_conv_hc=19-bn=True-drop=0.0-seed7,31,1238.5632297992706,0.12890008091926575,0.9587000012397766,15.26446713531901,0.04470482430480861,0.7919486759996474,18086.0,0.947265625,7500000.0,14297.856289744996,{'runtime': 1237},0.1344658136367798,1709137902.9438028,0.1350865513086319,0.9686400890350342,1488,0.0024114666666666664,1529,4838.80065358704,0.2650629095079703,False,translate_H,7,7,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=19-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,931,19,19,False
57,group=trivial-full_conv_hc=19-bn=True-drop=0.0-seed7,30,779.3617298603058,0.20391856133937836,0.9347000122070312,12.762377187467449,0.02601292676836601,0.456747063240406,15570.0,0.935546875,7500000.0,6879.108608318204,{'runtime': 778},0.2059256881475449,1709136642.794117,0.20107948780059817,0.9372802376747132,1440,0.002076,1480,2408.879306858191,0.153302340650174,False,trivial,7,7,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=19-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,931,19,19,False
58,group=translate_HW-full_conv_hc=7-bn=True-drop=0.0-seed7,27,908.6326076984406,0.12190131843090056,0.9610999822616576,18.93471005976562,0.03835789649001041,2.2947961928620852,30894.0,0.9794921875,7500000.0,69473.75697501091,{'runtime': 907},0.12411833554506302,1709136494.7736528,0.058061789721250534,0.9794259071350098,1296,0.0041192,1332,29037.950756554288,0.9447055041646923,False,translate_HW,7,7,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=7-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,343,7,7,False
59,group=translate_H-full_conv_hc=7-bn=True-drop=0.0-seed7,36,786.0238411426544,0.17540666460990906,0.945800006389618,13.873405805794272,0.04470914195965557,2.23608672719289,6605.0,0.9462890625,7500000.0,13594.513764426209,{'runtime': 784},0.17247594892978668,1709135837.95193,0.14222964644432068,0.957262635231018,1728,0.0008806666666666668,1774,4030.8408103076217,0.6113633498546065,False,translate_H,7,7,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=7-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,343,7,7,False
60,group=trivial-full_conv_hc=7-bn=True-drop=0.0-seed7,48,786.1691904067993,0.19258812069892883,0.9358000159263612,13.13249809329427,0.03887684395600298,1.1590558540310192,26202.0,0.93359375,7500000.0,29457.601198437795,{'runtime': 784},0.2007140964269638,1709135571.3121934,0.1953335404396057,0.9399344325065612,2304,0.0034935999999999995,2361,12384.845928993893,0.46536475044604,False,trivial,7,7,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=7-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,343,7,7,False
61,group=translate_HW-full_conv_hc=3-bn=True-drop=0.0-seed7,31,735.376030921936,0.20612818002700808,0.9362000226974488,13.240210062565104,0.062010865881952384,5.349077291314694,2430.0,0.9599609375,7500000.0,12461.68512231968,{'runtime': 734},0.20830656588077545,1709135038.2954009,0.12154359370470048,0.9501622915267944,1488,0.00032399999999999996,1529,2914.278363434365,1.2083095231214,False,translate_HW,7,7,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=3-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,147,3,3,False
62,group=translate_H-full_conv_hc=3-bn=True-drop=0.0-seed7,24,663.5429835319519,0.2697228789329529,0.9138000011444092,12.053396022981772,0.038119719090489536,1.9341812890664207,11217.0,0.9248046875,7500000.0,21400.17189346222,{'runtime': 662},0.26982495188713074,1709134766.274567,0.24313847720623016,0.9240262508392334,1152,0.0014956,1185,9769.06141116671,0.8727745569113688,False,translate_H,7,7,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=3-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,147,3,3,False
63,group=trivial-full_conv_hc=3-bn=True-drop=0.0-seed7,42,700.3539052009583,0.2813715934753418,0.9088000059127808,12.555662293652343,0.03496028100303441,1.6755326024827188,8858.0,0.91796875,7500000.0,14868.37261894445,{'runtime': 699},0.2853673994541168,1709134081.7467625,0.2661152780056,0.9139167070388794,2016,0.001181066666666667,2067,7073.051310894953,0.7976186055197406,False,trivial,7,7,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=3-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,147,3,3,False
64,group=translate_HW-full_conv_hc=1-bn=True-drop=0.0-seed7,69,1140.9915482997894,0.33349087834358215,0.896399974822998,13.93839746142578,0.0388543773553128,24.118500764718853,2919.0,0.90625,7500000.0,91460.60105289746,{'runtime': 1139},0.3330906629562378,1709133361.3166244,0.2854624092578888,0.8980085253715515,3312,0.0003892,3390,10510.379256169312,3.1610785069941523,False,translate_HW,7,7,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=1-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,49,1,1,False
65,group=translate_H-full_conv_hc=1-bn=True-drop=0.0-seed7,45,813.0852646827698,0.5753560066223145,0.8144999742507935,11.46960563063151,0.03961640160487888,7.894659070946863,3160.0,0.8154296875,7500000.0,23319.12582257873,{'runtime': 808},0.5648514628410339,1709132200.9976106,0.5447074174880981,0.8295746445655823,2160,0.0004213333333333333,2214,5599.068471547216,1.8565815326282176,False,translate_H,7,7,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=1-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,49,1,1,False
66,group=trivial-full_conv_hc=1-bn=True-drop=0.0-seed7,65,878.7216415405273,0.44577139616012573,0.8568000197410583,12.66857529765625,0.03727872644333237,8.070737265758321,3947.0,0.8486328125,7500000.0,29901.17080562054,{'runtime': 877},0.4535562396049499,1709131370.720461,0.45691928267478943,0.8605795502662659,3120,0.0005262666666666666,3194,6630.787466218229,1.6953829154179771,False,trivial,7,7,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=1-bn=True-drop=0.0-seed7,True,True,False,,5,5,750000,750000,49,1,1,False
67,group=translate_HW-full_conv_hc=49-bn=True-drop=0.0-seed6,13,5872.3272132873535,0.10592947900295258,0.9688000082969666,19.96027391126302,0.06062602659586025,0.5123941703648209,49668.0,0.986328125,7500000.0,22902.959949838583,{'runtime': 5870},0.12603190541267395,1709134283.4400394,0.045014120638370514,0.987084150314331,624,0.006622399999999999,647,7996.017872063798,0.1606440085184595,False,translate_HW,6,6,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=49-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,2401,49,49,False
68,group=translate_H-full_conv_hc=49-bn=True-drop=0.0-seed6,37,3135.770234107971,0.18344849348068237,0.9395999908447266,15.814158084700525,0.051338537299168874,0.11647882412015578,161754.0,0.96875,7500000.0,18477.660152326556,{'runtime': 3132},0.20398978888988495,1709130475.4140322,0.08731888979673386,0.9678117632865906,1776,0.0215672,1822,19160.60075263586,0.118267255429931,False,translate_H,6,6,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=49-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,2401,49,49,False
69,group=trivial-full_conv_hc=49-bn=True-drop=0.0-seed6,26,1791.7455506324768,0.2294230759143829,0.9240999817848206,15.559391116080729,0.01748638560997449,0.21881887518357557,35648.0,0.9375,7500000.0,7403.854495218164,{'runtime': 1790},0.24572643637657168,1709128396.3019886,0.17744538187980652,0.9331045150756836,1248,0.004753066666666667,1284,2367.892058444104,0.06628999440734283,False,trivial,6,6,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=49-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,2401,49,49,False
70,group=translate_HW-full_conv_hc=19-bn=True-drop=0.0-seed6,12,1859.4378600120544,0.12596376240253448,0.9599000215530396,17.22036530514323,0.043891713002695024,0.5987841151124087,80256.0,0.978515625,7500000.0,47471.21025518213,{'runtime': 1858},0.14723503589630127,1709127321.820512,0.057266104966402054,0.9801359176635742,576,0.0107008,597,28086.155243219982,0.3504455668783508,False,translate_HW,6,6,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=19-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,931,19,19,False
71,group=translate_H-full_conv_hc=19-bn=True-drop=0.0-seed6,28,1201.912341117859,0.15382535755634308,0.9538000226020812,13.595849048990884,0.04202086482551598,0.6798335100419984,18171.0,0.9736328125,7500000.0,11603.217604696658,{'runtime': 1200},0.1685180962085724,1709126590.2431002,0.0912005379796028,0.9652928113937378,1344,0.0024228,1382,4537.078606904459,0.2501049807806806,False,translate_H,6,6,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=19-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,931,19,19,False
72,group=trivial-full_conv_hc=19-bn=True-drop=0.0-seed6,34,873.0245797634125,0.20277796685695648,0.9329000115394592,12.827187797330732,0.041400796249646064,0.20867518748866992,65078.0,0.9482421875,7500000.0,13365.392646623866,{'runtime': 871},0.21428368985652924,1709125440.3806047,0.16551275551319122,0.9398329854011536,1632,0.008677066666666667,1675,10445.00225512644,0.15950889599196078,False,trivial,6,6,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=19-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,931,19,19,False
73,group=translate_HW-full_conv_hc=7-bn=True-drop=0.0-seed6,22,757.9749338626862,0.16490256786346436,0.9484000205993652,16.4185339765625,0.05854823175430152,2.9370040489992677,7076.0,0.97265625,7500000.0,19169.038036987145,{'runtime': 756},0.1759050488471985,1709125373.5160778,0.08461915701627731,0.9726129174232484,1056,0.0009434666666666664,1088,5608.92091048178,0.7946942752474263,False,translate_HW,6,6,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=7-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,343,7,7,False
74,group=translate_H-full_conv_hc=7-bn=True-drop=0.0-seed6,23,754.5978014469147,0.20115423202514648,0.9354000091552734,11.474640102018228,0.03847359465895857,0.7650556021699989,27642.0,0.953125,7500000.0,20957.820481907656,{'runtime': 753},0.2184353470802307,1709124550.5546634,0.1543487161397934,0.9497734904289246,1104,0.0036856,1136,13924.406934844095,0.5059964868901743,False,translate_H,6,6,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=7-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,343,7,7,False
75,group=trivial-full_conv_hc=7-bn=True-drop=0.0-seed6,45,690.7570583820343,0.2045086175203323,0.9316999912261964,11.2270424773112,0.025163619512084474,1.5278266922324382,5823.0,0.9326171875,7500000.0,8343.289992347767,{'runtime': 689},0.23631863296031952,1709124600.5625265,0.20741848647594452,0.9345922470092772,2160,0.0007764,2215,2501.935307962616,0.4285149341981612,False,trivial,6,6,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=7-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,343,7,7,False
76,group=translate_HW-full_conv_hc=3-bn=True-drop=0.0-seed6,35,889.4186956882477,0.18338188529014587,0.9431999921798706,15.4306904148112,0.037031965722105306,5.114817205158028,12188.0,0.9453125,7500000.0,61261.75008446783,{'runtime': 888},0.20309458673000336,1709123131.5312295,0.16903837025165558,0.9538984298706056,1680,0.0016250666666666666,1724,17261.9592365392,1.423814710855313,False,translate_HW,6,6,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=3-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,147,3,3,False
77,group=translate_H-full_conv_hc=3-bn=True-drop=0.0-seed6,32,679.815815448761,0.2467309534549713,0.920799970626831,12.321906412434895,0.05031019383016333,3.706166524758254,2640.0,0.9345703125,7500000.0,9623.945856605584,{'runtime': 678},0.25928980112075806,1709122651.8790264,0.19049546122550964,0.928709089756012,1536,0.00035200000000000005,1578,2624.034109542583,1.0004191700397715,False,translate_H,6,6,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=3-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,147,3,3,False
78,group=trivial-full_conv_hc=3-bn=True-drop=0.0-seed6,20,519.1551740169525,0.3711499869823456,0.8809000253677368,10.444522201757811,0.03937209367562912,2.1979420801270324,10709.0,0.9033203125,7500000.0,22536.941671198823,{'runtime': 517},0.4049501419067383,1709122222.2085211,0.32430824637413025,0.8913477063179016,960,0.0014278666666666666,989,7746.558542176252,0.7329098713857094,False,trivial,6,6,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=3-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,147,3,3,False
79,group=translate_HW-full_conv_hc=1-bn=True-drop=0.0-seed6,110,1512.0849788188934,0.3396061360836029,0.8916000127792358,14.948771737760415,0.03194210965243935,19.47873753657584,3563.0,0.89453125,7500000.0,65122.50045269552,{'runtime': 1510},0.3545425236225128,1709121594.4680555,0.32749003171920776,0.8972815871238708,5280,0.0004750666666666667,5399,10745.243790642358,3.049500291223745,False,translate_HW,6,6,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=1-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,49,1,1,False
80,group=translate_H-full_conv_hc=1-bn=True-drop=0.0-seed6,48,837.7546796798706,0.533473014831543,0.8230000138282776,11.430887054557292,0.041105210642174886,8.679631047653022,3318.0,0.8486328125,7500000.0,27001.3525853542,{'runtime': 836},0.5544464588165283,1709120069.2711546,0.49285197257995605,0.8363199830055237,2304,0.0004424000000000001,2361,6174.406152579468,1.8794276136400412,False,translate_H,6,6,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=1-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,49,1,1,False
81,group=trivial-full_conv_hc=1-bn=True-drop=0.0-seed6,59,827.8424725532532,0.45523104071617126,0.8539999723434448,13.532559111783854,0.03257309116301544,12.535789491376285,3150.0,0.85546875,7500000.0,38334.26240517819,{'runtime': 826},0.4747819304466248,1709119216.9902363,0.4638504087924957,0.8577393889427185,2832,0.00042,2900,6486.046980464831,2.0632228975210745,False,trivial,6,6,0,True,1024,True,1024,-1,-1,group=trivial-full_conv_hc=1-bn=True-drop=0.0-seed6,True,True,False,,5,5,750000,750000,49,1,1,False
82,group=translate_HW-full_conv_hc=49-bn=True-drop=0.0-seed5,15,5866.120131492615,0.11034924536943436,0.9682999849319458,21.08726769095052,0.0608185596347196,0.5399180671333916,49735.0,0.994140625,7500000.0,24853.829166173164,{'runtime': 5864},0.11622508615255356,1709121953.6379895,0.0229096170514822,0.9880308508872986,720,0.006631333333333334,745,8466.395575526753,0.170063301972567,False,translate_HW,5,5,0,True,1024,True,1024,-1,-1,group=translate_HW-full_conv_hc=49-bn=True-drop=0.0-seed5,True,True,False,,5,5,750000,750000,2401,49,49,False
83,group=translate_H-full_conv_hc=49-bn=True-drop=0.0-seed5,27,3041.190449476242,0.1488652378320694,0.9545000195503236,16.000605203515626,0.050599335296788915,0.16408855247797657,167720.0,0.951171875,7500000.0,25564.750883846864,{'runtime': 3040},0.14422860741615295,1709118373.5267017,0.1440442055463791,0.9664424061775208,1296,0.022362666666666663,1332,17693.75464819686,0.1056417298698163,False,translate_H,5,5,0,True,1024,True,1024,-1,-1,group=translate_H-full_conv_hc=49-bn=True-drop=0.0-seed5,True,True,False,,5,5,750000,750000,2401,49,49,False
